loss,diease_outputs_loss,grow_outputs_loss,diease_outputs_accuracy,grow_outputs_accuracy,val_loss,val_diease_outputs_loss,val_grow_outputs_loss,val_diease_outputs_accuracy,val_grow_outputs_accuracy
0.240104079246521,0.187076136469841,0.05302796885371208,0.9332337975502014,0.9814419746398926,0.1645515114068985,0.12943223118782043,0.03511928766965866,0.9561181664466858,0.9848101139068604
0.16193844377994537,0.12306296825408936,0.03887550160288811,0.9584044218063354,0.986774742603302,0.1494988203048706,0.11559650301933289,0.03390233963727951,0.9527426362037659,0.9873417615890503
0.14554063975811005,0.10756304115056992,0.03797757625579834,0.9618173837661743,0.9861348271369934,0.12706835567951202,0.10240808129310608,0.024660272523760796,0.9696202278137207,0.9915611743927002
0.10740892589092255,0.08624697476625443,0.02116195112466812,0.9703498482704163,0.9931740760803223,0.13507457077503204,0.10933134704828262,0.02574324607849121,0.9687763452529907,0.9873417615890503
0.10024470090866089,0.0783037394285202,0.021940946578979492,0.973549485206604,0.9918941855430603,0.1367056518793106,0.11304736137390137,0.023658310994505882,0.9603375792503357,0.9924050569534302
0.09555190056562424,0.0780283510684967,0.017523564398288727,0.9733361601829529,0.9948805570602417,0.1497468650341034,0.12716655433177948,0.022580288350582123,0.9603375792503357,0.9924050569534302
0.0912010669708252,0.07343023270368576,0.0177707988768816,0.9761092066764832,0.9936006665229797,0.11736873537302017,0.09308157116174698,0.024287141859531403,0.9713079929351807,0.9924050569534302
0.06813392788171768,0.057047873735427856,0.011086035519838333,0.9810153841972351,0.99637371301651,0.11602497100830078,0.0949338898062706,0.021091077476739883,0.9679324626922607,0.9949367046356201
0.06911398470401764,0.05257672816514969,0.01653723604977131,0.9816552996635437,0.9946672320365906,0.11400156468153,0.09189669787883759,0.022104859352111816,0.9687763452529907,0.9915611743927002
0.06992539763450623,0.05694883316755295,0.012976547703146935,0.9810638427734375,0.9940425753593445,0.13117755949497223,0.0919789969921112,0.03919857740402222,0.9729957580566406,0.9924050569534302
0.04880352318286896,0.03801209479570389,0.010791427455842495,0.9872013926506042,0.99637371301651,0.1318461149930954,0.10823739320039749,0.023608708754181862,0.9696202278137207,0.9924050569534302
0.0476548857986927,0.03928297758102417,0.0083719277754426,0.9846416115760803,0.9974402785301208,0.15766654908657074,0.13443318009376526,0.023233363404870033,0.9679324626922607,0.9932489395141602
0.05139811336994171,0.03875647112727165,0.012641645967960358,0.9874467849731445,0.995319128036499,0.20510335266590118,0.15791279077529907,0.04719054698944092,0.9594936966896057,0.9839662313461304
0.047407977283000946,0.04174240306019783,0.005665567237883806,0.9865614175796509,0.9985068440437317,0.137628436088562,0.10872495174407959,0.02890348806977272,0.9738396406173706,0.9890295267105103
0.044339630752801895,0.03742409124970436,0.006915537640452385,0.9861348271369934,0.9985068440437317,0.11938358098268509,0.09336234629154205,0.026021238416433334,0.9729957580566406,0.9924050569534302
0.03909622132778168,0.030103038996458054,0.008993180468678474,0.9889078736305237,0.9972269535064697,0.11788758635520935,0.08833284676074982,0.029554741457104683,0.9780590534210205,0.9924050569534302
0.03430086746811867,0.02641032077372074,0.007890542969107628,0.9906143546104431,0.997653603553772,0.18977811932563782,0.16815657913684845,0.02162155508995056,0.9561181664466858,0.9924050569534302
0.03305068239569664,0.027785204350948334,0.005265477579087019,0.9897611141204834,0.9989334344863892,0.12579289078712463,0.09700965136289597,0.02878325991332531,0.9746835231781006,0.9907172918319702
0.025037404149770737,0.019579432904720306,0.005457974039018154,0.9933874011039734,0.9989334344863892,0.17439180612564087,0.14761671423912048,0.02677508071064949,0.9645569324493408,0.9915611743927002
0.022028617560863495,0.017795799300074577,0.004232820123434067,0.9929607510566711,0.9985068440437317,0.13641618192195892,0.11268357187509537,0.023732654750347137,0.9772151708602905,0.9932489395141602
0.030746515840291977,0.025977149605751038,0.004769370891153812,0.9916808605194092,0.9982935190200806,0.17143215239048004,0.11233893781900406,0.05909322202205658,0.9755274057388306,0.9848101139068604
0.028135104104876518,0.024320386350154877,0.0038147273007780313,0.9910409450531006,0.9991467595100403,0.12008684873580933,0.09724941849708557,0.022837456315755844,0.9772151708602905,0.9924050569534302
0.023848839104175568,0.021370766684412956,0.00247807614505291,0.991702139377594,0.9995744824409485,0.11974254250526428,0.09786013513803482,0.021882416680455208,0.9772151708602905,0.9940928220748901
0.030924443155527115,0.026545194908976555,0.004379254765808582,0.9918941855430603,0.9989334344863892,0.1355617195367813,0.11324194073677063,0.022319788113236427,0.9763712882995605,0.9949367046356201
0.02685355208814144,0.022814717143774033,0.004038835875689983,0.9931740760803223,0.9989334344863892,0.15800201892852783,0.13107441365718842,0.026927601546049118,0.9654008150100708,0.9940928220748901
